Text;Category
RT SI CREES QUE DEBERÍA HABER PENA DE MUERTE POR CASOS COMO EL DE GABRIEL ??;FAVOR
Este país se está llenando de peligrosos antisistemas: pena de muerte, supresion de autonomías (regiones o estados), dig…;AGAINST
Hay que parar lo que pasa en este puto país. PENA DE MUERTE Y PARAR LA EMIGRACION YA. No podemos permitir que se repitan asesinatos como el de Manolito por la negra sudaca. Gabriel. Eso;FAVOR
Trump aboga por la pena de muerte para los traficantes de drogas-;FAVOR
Hasta cuando vamos a tolerar esto??? Lo mataron porq si, esposa embarazada y una hija pequeña, pena de muerte ya;FAVOR
Mucho aborto legal, pero la pena de muerte para violadores para cuando?;FAVOR
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
Un dia te hacen una campaña provida contra el aborto y a la semana siguiente apoyan la pena de muerte. Que difícil es ser una…;AGAINST
Te amo Ray. Si a la pena de muerte joderr <3;FAVOR
MIRADME QUÉ BUENA PERSONA SOY QUE PIDO PENA DE MUERTE PARA LA GENTE MALA;AGAINST
Para cuando la pena de muerte en argentina? O van a citar este tw diciendo que no es la solución? Que son personas que no…;FAVOR
#pescaito gabriel D.E.P. estas camino del cielo , te recordaremos SIEMPRE...PENA DE MUERTE , YA...que está IMNOMBRABLE…;FAVOR
Así tiene que ser,  y que la constitución sea reformada con pena de muerte para los corruptos, los guatemaltecos  ya no toleramos corrupcion;FAVOR
Sí. En TX tenemos pena de muerte y cadena perpetua y muchos mas homicidios. Nos hartamos de decir que no hace nada, pero…;FAVOR
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
Lo bien que le vendría a este condenado país la pena de muerte che, el miedo a morir víctima de sus actos haría que much…;FAVOR
Leí algo que me gustó y es cierto. Si se despenaliza el aborto, sería conveniente también despenalizar la pena de muerte…;AGAINST
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
Dijo el Dip. Olmedo: Si un ladrón no quiere ser abatido por la espalda, que no salga a delinquir;FAVOR
Esa multitud gritando “pena de muerte” mientras da botes y saluda a cámara descojonándose me ha helado la sangre. No se,…;AGAINST
Legalizen la pena de muerte para los hijos de puta que arruinan a una familia en un segundo..;FAVOR
Si yo fuera presidente pondria la pena de muerte o la prision perpetua para los violadores de niños o pedofilos;FAVOR
Espero exista la pena de muerte en  Tennessee y que este par de desalmados pasen a responderle a Dios lo antes posible.;FAVOR
La pena de muerte se aplica en Venezuela, por hambre y por enfermedades sin medicina. Los presos mueren de hambre en la…;FAVOR
RT si estas ratas hdp se merecen la pena de muerte por matar al chofer de colectivo ;FAVOR
SEÑORA NADIE PIDE PENA DE MUERTE, LEASE EL CODIGO PENAL Y SABRA QUE ES…;AGAINST
RT si estas ratas hdp se merecen la pena de muerte por matar al chofer de colectivo ;FAVOR
PENA DE MUERTE a quienes autorizaron apoyar a ICA y perder dinero del fondo de Pensiones del ISSSTE. ;FAVOR
La cadena perpetua y la pena de muerte no son un debate, excepto que aún no hayas aprobado ética en la ESO o seas un fascista.;AGAINST
El motivo principal de su rechazo a la pena de muerte es:;AGAINST
Que no es racismo que en casos como este hay que aplicar la pena de muerte;AGAINST
Este país se está llenando de peligrosos antisistemas: pena de muerte, supresion de autonomías (regiones o estados);AGAINST
“Cómo uní a la gente y pedí que Guinea aboliera la pena de muerte” #11Abr Lee cómo este hecho demostró la importancia del poder popular. Fue la primera vez que tantas ONG se unían para hacer campaña sobre un tema;AGAINST
Mientras sigamos con la doctrina Zaffaroni y el ejecutivo no tenga huevos para promover pena de muerte y tolerancia 0 seguir…;FAVOR
Un dia te hacen una campaña provida contra el aborto y a la semana siguiente apoyan la pena de muerte. Que difícil es ser una…;AGAINST
#buenmartes Vos opinas RT los dos asesinos del chófer merecen la pena de muerte FV que le den unos años como ahora y salga 2…;FAVOR
Eso sería lo minimo por que para mi merese la pena de muerte inmediata;FAVOR
Gracias al amarillismo hay gente pidiendo la pena de muerte. Claro, lumbreras, pide la pena de muerte en un país en el que t…;AGAINST
Sería desastroso aprobar la pena de muerte, tendrían que fusilar un montón de políticos;AGAINST
RT SI CREES QUE DEBERÍA HABER PENA DE MUERTE POR CASOS COMO EL DE GABRIEL ??;FAVOR
PENA DE MUERTE PARA ESTA HDP;FAVOR
#PuntoDeVista “11 Legisladores han dado luz verde para llevar al Pleno de propuesta de pena de muerte, eso ya es número alto…;FAVOR
vas a implementar la pena de muerte en colombia;FAVOR
yo no estoy AGAINSTtra agravar penas, de pena muerte si, pero tu sabes lo mucho q se lee lo de q es solucion;AGAINST
Una mina mató al hijo de 3 añitos en Jujuy. Está mal pedir pena de muerte para este tipo de gente? Sirve en la sociedad? Si…;FAVOR
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
¿y entonces que esperaba? ¿que dijera que le aplicaría pena de muerte?;AGAINST
Que miedo me da que tanta gente exija la pena de muerte y la cadena perpetua;AGAINST
Para cuando la pena de muerte en argentina? O van a citar este tw diciendo que no es la solución? Que son personas que no…;FAVOR
"A la pena de muerte la llamaremos ""interrupción permanente de la vida"" para que quede menos troglo y seguro que también cuela.";AGAINST
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
Ni prisión permanente ni hostias. PENA DE MUERTE !!!;FAVOR
Acabaria con el congreso, la presidencia,  instauraría la pena de muerte y crearía una junta gubernamental de un representante por departamento y claro educación, educación, educación #SiFueraPresidente de Colombia;FAVOR
La pena de muerte no es un “aventurerismo” tiene una explicación científica y se aplica exitosamente en otros países c…;FAVOR
La verdad ya deberiamos aprovar la pena de muerte y estos 4 , anotarlos ,claro despues de unos 750 que irian antes, pa que sirven a este país vivos, para generar mas corrupción, aunque no suene muy cristiano, mejor muertitos, ¿ No?;FAVOR
Piden pena de muerte para el asesino del instituto de Florida. ¿Creéis que la pena de muerte en EEUU ha hecho descender los…;AGAINST
#buenmartesVos opinasRT los dos asesinos del chófer merecen la pena de muerteFV que le den unos años como ahora y salga 2…;FAVOR
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y aplicar…;FAVOR
"Donde ustedes ven un ""chorro hijo de puta que merece la pena de muerte"" yo veo una persona que no tuvo las mismas posibili…";AGAINST
Cuando se debate la pena de muerte para asesinos y violadores (luego de un juicio) te dicen «no se puede, por el pacto de San José de Costa Rica que es de jerarquía constitucional». Bueno, también dice que se es persona desde la concepción, pero se debate matarla igual sin mas.;FAVOR
 Instauró @YoconYunes la pena de muerte en Veracruz? Dio a sus policías -como lo hizo antes Javier Duarte- instruccione…;AGAINST
Va a implementar la pena de muerte en colombia pregunta brayan rodriguez ya es hora para violadores de niños  #ElPaísDeLosJóvenes;FAVOR
Quiero en Argentina la pena de muerte para los asesinos;FAVOR
Sería desastroso aprobar la pena de muerte, tendrían que fusilar un montón de políticos;AGAINST
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
Un dia te hacen una campaña provida contra el aborto y a la semana siguiente apoyan la pena de muerte. Que difícil es ser una…;AGAINST
Debería haber pena de muerte para los asesinos de policías;FAVOR
"Molt enduriment de les penes, molt cadena perpetua, molt ""yo a este: pena de muerte""... ""piensa ens las víctimas""Però castigar a TORTURADORS i ASSASSINS franquistes... d'això res.";AGAINST
Camara de diputados: PENA DE MUERTE A LA ASESINA DE GABRIEL?;FAVOR
Festejan la carcel de Lula y piden libertad para Astiz  Piden pena de muerte para un nene que roba un celular y se opon…;AGAINST
Para cuando la pena de muerte en argentina? O van a citar este tw diciendo que no es la solución? Que son personas que no…;FAVOR
Es súper humano desear la cadena perpetua o la pena de muerte para autores de crímenes horribles, pero eso no las convierte…;FAVOR
una cosa es estar AGAINSTtra de la pena de muerte y otra cosa ya es defender asesino que es COLMÓ sjsksjsks;AGAINST
Yo aplicaría pena de muerte o exilio (que ellos escojan) para los que escuchen y transmitan esa chingadera. Ya en serio, el reggeton si es una basura y un bodrio pero de eso a lo que pide este wey, primero eleven la cultura y educación en escuelas.;FAVOR
Parece que estas 2 basuras, son los que asesinaron al pobre colectivero Gran momento para poner la pena de muerte ! ;FAVOR
"mi hermano compartió en facebook ""si vamos a legalizar el aborto también legalicemos la pena de muerte, si vamos a mat…";AGAINST
Ojalá anduvierais pidiendo también pena de muerte y cadena perpetua por cada niño muerto en el Mediterráneo.;AGAINST
La prensa pasó desde ironizar con el hecho de que el Código Penal que establecía la pena de muerte como castigo contaba co…;FAVOR
Uno de las mayores razones que se puede alegar para estar AGAINSTtra de la pena de muerte o de la prisión permanente revisable o cadena perpetua, son los errores judiciales. Por más garantías y medios que tengamos,... ;AGAINST
Un dia te hacen una campaña provida contra el aborto y a la semana siguiente apoyan la pena de muerte. Que difícil es ser una…;AGAINST
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
Tendría que haber pena de muerte para todos los chorros hijos de puta que matan sin necesidad y hacen mierda la vida de una…;FAVOR
Para muchos que yo pida pena de muerte para asesinos de niños es cavernario e incivilizado, pero que este pida un tiro en…;FAVOR
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
#BuenMartes Quiénes son los jóvenes detenidos por el asesinato del colectivero / Ojala existiera la pena de muerte para…;FAVOR
RT @x_santander: Si se pueden abortar (matar) a criaturas inocentes, me resulta de toda lógica reactivar pena de muerte para violadores, pe…;FAVOR
Hay que hacer todo lo que hagan allá. Como la pena de muerte.;FAVOR
A éste bien poco le ha importado si hay cadena perpetua o pena de muerte;AGAINST
aborto legal seguro y gratuito por si te sale pro vida a FAVORor de la pena de muerte;AGAINST
Por FAVORor pena de muerte para estos casos.;FAVOR
Hasta que pongamos la pena de muerte para estás ratas, esto seguirá empeorando. Lastima que no se matan solo entre ellos, si no que hieren o asesinan a inocentes.;FAVOR
#VenezuelaExigeJuicioAMaduroYA El cucuteño usurpador merece la pena de muerte en plaza pública a manos del pueblo y el ojo por ojo al resto de los choros rojos que están plenamente identificados, donde quiera que se escondan,como hicieron los israelíes con los nazis;FAVOR
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
#LaCafeteraContraElOdio Con la pena de muerte EE UU logro parar los crímenes?, NO, siguen las cárceles llenas y h…;AGAINST
La cadena perpetua y la pena de muerte no son un debate, excepto que aún no hayas aprobado ética en la ESO o seas un fascista.;AGAINST
Es genial cuando se está a FAVORor de la pena de muerte ( son chorros hay que matarlos a todos!) Y después sale en la ma…;AGAINST
Para muchos que yo pida pena de muerte para asesinos de niños es cavernario e incivilizado, pero que este pida un tiro en…;FAVOR
Debería haber pena de muerte para los asesinos de policías;FAVOR
Si legalizan el aborto que legalicen la pena de muerte. Si vamos a matar a inocentes que no han podido hacer nada, matemos a…;FAVOR
Ya no se puede ser un racista de mierda y pedir la pena de muerte con una antorcha en la mano sin que te llamen facha :(;AGAINST
la cantidad de inteligencia que demostráis cuando pedís que la pena de muerte sea legalizada es: 0;AGAINST
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
Estoy de acuerdo con la pena de muerte para asesinos, violadores, secuestradores y esas personas que nos mencionan a nuestr…;FAVOR
Quiero en Argentina la pena de muerte para los asesinos;FAVOR
Si se pueden abortar (matar) a criaturas inocentes, me resulta de toda lógica reactivar pena de muerte para violadores, pe…;FAVOR
Para cuando la pena de muerte en argentina? O van a citar este tw diciendo que no es la solución? Que son personas que no…;FAVOR
Ecuatorianos la ley de este Wacho y de todos los narco terroristas, es la pena de muerte aplicada de manera inmediata e…;FAVOR
Me encanta la incoherencia de la gente pelotuda que dice aborto legal no pero pena de muerte si ;AGAINST
¿Por qué los LGTB no protestan contra países que tienen pena de muerte contra los homosexuales? #ElRepasadorPy https://t…;AGAINST
El insólito debate sobre la prisión permanente revisable recuerda las anacrónicas discusiones sobre la pena de muerte. ;AGAINST
El día que se active la cadena perpetua y pena de muerte por delitos como corrupción, narcotráfico, asesinatos y violación, desde ese día se logrará controlar esos crímenes, como en muchos otros países, son crímenes para los cuales hay que ser radicales.;FAVOR
Que tan viable sería presentar un proyecto de ley, donde se castigue con pena de muerte los políticos corruptos? #elpaisdelosjovenes;FAVOR
Quiero en Argentina la pena de muerte para los asesinos;FAVOR
#buenmartesVos opinasRT los dos asesinos del chófer merecen la pena de muerteFV que le den unos años como ahora y salga 2…;FAVOR
LA DEMOCRACIA MÁS AVANZADA DEL MUNDO LA DE EEUU CONTEMPLA EN MUCHOS DE SUS ESTADOS LA PENA DE MUERTE PARA LAS ESCORIAS ASESINAS;FAVOR
No está solo. La pena de muerte asegura que el asesino no reincida, pero la muerte le libra de sufrir en vida...;FAVOR
Este ser compara la Prisión Permanente REVISABLE de asesinos, violadores y pederastas. Con la pena de muerte que quiere poner T…;AGAINST
Este país se está llenando de peligrosos antisistemas: pena de muerte, supresion de autonomías (regiones o estados), dig…;AGAINST
España pide pena de muerte por asesinato de Gabriel: Madrid, España. Miles de personas… https://t.co/BES9rvQQQS #Hondunoticias #RT;FAVOR
Si hubiese PENA DE MUERTE, todo esto nos lo ahorrábamos;FAVOR
En países como EEUU con penas extremadamente severas (cadena perpetúa y pena de muerte) tiene tasas de delincuencia muy ele…;AGAINST
Dudo que la amenaza de cárcel de ningún tipo, ni de pena de muerte, vaya a frenar a ningún asesino. Mira en los EEUU … Y como castigo, tampoco creo que procure ninguna satisfacción a los familiares de las víctimas. Quizás al principio lo parezca, porque la rabia y la impotencia se entienden perfectamente, pero eso no les va a devolver a la persona que han perdido.;AGAINST
Ojalá anduvierais pidiendo también pena de muerte y cadena perpetua por cada niño muerto en el Mediterráneo.;AGAINST
Así, con educación se va a todas partes. Golpistas y asco que le damos. Si se pone una toga aprueba la pena de muerte…;AGAINST
Para cuando la pena de muerte en argentina? Y no me vengan diciendo que no es la solución, q son personas que no tuvieron…;FAVOR
Estoy aterrada, escuchando distintos debates en donde se trata si legalizamos la pena de muerte sobre un ser vivo, que respira y que es inocente de todo pecado y cuyo cuerpecito le pertenece a El, ni a la madre , ni al padre. A EL.;AGAINST
Un dia te hacen una campaña provida contra el aborto y a la semana siguiente apoyan la pena de muerte. Que difícil es ser una…;AGAINST
si hay algo más lamentable que el motivo del #ParoDeColectivos es leer gente pidiendo chocobares y pena de muerte. lo…;AGAINST
Ya hay alguien pidiendo la pena de muerte para ese terrible asesino? Ah vale, se ha suicidado. Hay algui…;AGAINST
"Y DESPUES TE DICEN "" NO COMO VAS A PEDIR LA PENA DE MUERTE "" PARA QUE MIERDA LOS ENCERRAMOS CON SUERTE LES PAGAMOS CASA COMIDA Y SUELDO  Y POR ALGUN ARTILUGIO LEGAL TERMINAN EN LA CALLE ESTOS HIJOS DE MIL PUTAS!";FAVOR
Si sos elegis la mano dura, apoyas la pena de muerte etc dejame de seguir bloqueame o lo que sea. Gracias;AGAINST
Porque suenas más sensata que hace un tiempo cuando pedías la pena de muerte. ^_^;AGAINST
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
Siempre la pedí y sigo pidiéndola: PENA DE MUERTE PARA ASESINOS MÚLTIPLES, PARA ASESINOS DE INDEFENSOS Y PARA LOS TRAIDORES A ESPAÑA. No al buenismo ni a la falsedad de los rojos;FAVOR
"El ""A por ellos"" o el ""Entregadnosla, pena de muerte, pena de muerte"" no se diferencian mucho del ""Hereje hideputa"" o ""Que arda,…";AGAINST
Esto queda así: ??No al aborto ??Sí a la pena de muerte ??Respeta a los nazis ??A por ellos ??Libertad de expresión ??Raper…;AGAINST
Para muchos que yo pida pena de muerte para asesinos de niños es cavernario e incivilizado, pero que este pida un tiro en…;FAVOR
A los que piden que se legalice la pena de muerte les ponía yo en 1 lista de verdugos de oficio.;AGAINST
ridículos los del faro ladran con rabia por la pena de muerte pero apoyan el aborto porque les pagan desde el extranjero y es un chingo de billetes, cuanto les pagan?;FAVOR
Quiero en Argentina la pena de muerte para los asesinos;FAVOR
#ParoDeColectivos hay que hacer como en algunos estados de EEUU, pena de muerte,  allá no joden,  esos gobiernos no mantienen esas lacras en las cárceles y menos les pagan un sueldo!!!;FAVOR
Diputada RN que quiere reponer la pena de muerte realizó estafa por 50 millones de pesos  #mesacentral…;AGAINST
Estáis muy a FAVORor de la pena de muerte pero la eutanasia es una aberración.;AGAINST
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
Ojalá anduvierais pidiendo también pena de muerte y cadena perpetua por cada niño muerto en el Mediterráneo.;AGAINST
Estoy AGAINSTtra del aborto y a FAVORor de la pena de muerte, usted me entiende;AGAINST
Este país se está llenando de peligrosos antisistemas: pena de muerte, supresion de autonomías (regiones o estados), dig…;AGAINST
Amo el no conectar dos neuronas que aplican todos cuando piden pena de muerte como si nada. Se están quejando de que matan a alguien pidiendo la muerte de la persona que mató. ¿Al final quién es el asesino? Son comiquisimos ustedes.;AGAINST
Estoy AGAINSTtra del aborto y a FAVORor de la pena de muerte, usted me entiende ;AGAINST
 #Trump sigue los pasos del presidente de #Filipinas, #Duterte, y postula la pena de muerte para los traficantes de droga;AGAINST
TOTALMENTE DE ACUERDO.....PENA DE MUERTE PARA LOS CORRUPTOS, DELINCUENTES, MAFIOSOS…;FAVOR
El tema de la pena de muerte tiene un problema: quienes juzgan son falibles, y pueden cometer un error. Solo por eso no puedo estar a FAVORor. Es preferible 9 cadenas perpetuas a una vida inocente terminada. No se si me explico.;AGAINST
LA DEMOCRACIA MÁS AVANZADA DEL MUNDO LA DE EEUU CONTEMPLA EN MUCHOS DE SUS ESTADOS LA PENA DE MUERTE PARA LAS ESCORIAS ASESINAS;FAVOR
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
Hay que aplicar pena de muerte,y a los pelotudos que defienden la vida de los negros del orto, también hay que matarlos.;FAVOR
Es falso que todos los pro vida apoyan la pena de muerte. Lo curioso de quienes difunden ese mensaje, nos desean la muerte a quienes no estamos de acuerdo con ellos. Hipócritas.;AGAINST
"SI LEGALIZAN EL ABORTO, Q LEGALICEN LA PENA DE MUERTE. SI VAMOS A MATAR INOCENTES Q NO HAN PODIDO HACER NADA; MATEMOS…";FAVOR
Para cuando la pena de muerte en argentina? O van a citar este tw diciendo que no es la solución? Que son personas que no…;FAVOR
¡DE SEGURO MAS DE UN CAPO DEL CARTEL DE LOS SOLES ARRUGÓ LA CARA! Trump pretende aplicar pena de muerte a responsables d…;FAVOR
Si eso es verdad...! Le toca pena de muerte.;FAVOR
piden pena de muerte por esta chica pero cuando te cuentan que hay un femicidio por dia naaaaaa esas son las feminazis loca…;AGAINST
" Los fachas right now: ""¿Y si aprovechamos un suceso trágico y morboso para lanzar soflamas en FAVORor de la pena de muerte o l…";AGAINST
¿Os imagináis que hubiera existido la pena de muerte cuando acusaron a Dolores Vázquez?  No se puede legislar con las v…;AGAINST
Crueldad absoluta , inhumano y aberrante de quienes le están aplicando pena de muerte a nuestros niños con Cancer  #9Abr ¿Qué opinión tiene usted sobre los 17 niños desalojados del JM de los Ríos junto a sus madres? #Coméntenos;AGAINST
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
RT si estas ratas hdp se merecen la pena de muerte por matar al chofer de colectivo ;FAVOR
Trump aboga por la pena de muerte para los traficantes de drogas-;FAVOR
¿Si se pide la pena de muerte para los asesinos de niños, también se pide para los políticos y militares que han bombardeado numerosos países asesinando a muchos? ¿Para los explotadores que los asesinan de hambre?;AGAINST
Yo no soy partidario de la cadena perpetua o de la pena de muerte pero si de rebajar la edad penal e igualar penas con los adultos. A parte de multas a los centros y a los padres ya verías como se acabaría el cuento;AGAINST
pena de muerte en españa;FAVOR
Legalizen la pena de muerte para los hijos de puta que arruinan a una familia en un segundo..;FAVOR
Necesitamos la pena de muerte en Venezuela? ;FAVOR
 Y lo difícil que es quitarte de la cabeza la pena de muerte cuando tienes el corazón muerto de pena;FAVOR
La pena de muerte es la solución a todo... así los delincuentes piensan dos veces antes de cometer un delito... digo esto esperando de que por lo menos los delincuentes usen el cerebro. Y por supuesto pena de muerte para los políticos corruptos que roban al pueblo...;FAVOR
A la cárcel todos esos desgraciados, en países orientales estarían camino a la pena de muerte.;FAVOR
Estoy AGAINSTtra del aborto y a FAVORor de la pena de muerte, usted me entiende https://t.co/T6LVh0Af6w;AGAINST
Cuando van a poner la pena de muerte para estos hijos de puta????? La vida del otro no vale nada para ellos. Pero a nosotros nos tiene que importar la suya, que los maten a todos;FAVOR
Proponen castración química y pena de muerte para violadores de niños, comparte si estás de acuerdo. Así sabremos cuanta gente está de acuerdo para que se haga justicia - Guia natural y ecológica;FAVOR
Buenas noches, porqué ningún candidato toca el tema de una pena de muerte para todo aquel procese droga, pues es la peor muerte que le puede llegar a los jóvenes, pues de ahí parte todos los problemas de este país. Pena de muerte gradual.;FAVOR
Malditas lacras que vienen a México a delinquir y a robarnos a nuestras mujeres, merecen la pena de muerte solamente por ser traga arepas.;FAVOR
¿Os imagináis que hubiera existido la pena de muerte cuando acusaron a Dolores Vázquez?  No se puede legislar con las v…;AGAINST
